#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACSL1	PDK4	9606.ENSP00000422607	9606.ENSP00000005178	0	0	0	0	0.107	0	0	0.603	0.630
ACSL1	DGAT2	9606.ENSP00000422607	9606.ENSP00000228027	0	0	0	0	0.330	0.058	0	0.633	0.748
ACSL1	LIPE	9606.ENSP00000422607	9606.ENSP00000244289	0	0	0	0	0.096	0	0	0.532	0.559
ACSL1	FABP4	9606.ENSP00000422607	9606.ENSP00000256104	0	0	0	0	0.056	0	0	0.567	0.574
ACSL1	ALDH2	9606.ENSP00000422607	9606.ENSP00000261733	0	0	0	0	0.205	0.046	0.176	0.282	0.492
ACSL1	MGLL	9606.ENSP00000422607	9606.ENSP00000265052	0.048	0	0	0	0.061	0	0.800	0.426	0.883
ACSL1	GPAM	9606.ENSP00000422607	9606.ENSP00000265276	0	0	0	0	0.111	0	0	0.552	0.584
ACSL1	PPARG	9606.ENSP00000422607	9606.ENSP00000287820	0	0	0	0	0.060	0.046	0	0.739	0.745
ACSL1	FABP5	9606.ENSP00000422607	9606.ENSP00000297258	0	0	0	0	0.055	0	0	0.487	0.495
ACSL1	PLIN1	9606.ENSP00000422607	9606.ENSP00000300055	0	0	0	0	0.078	0.071	0	0.527	0.559
ACSL1	GPD1	9606.ENSP00000422607	9606.ENSP00000301149	0.061	0	0	0	0.130	0	0	0.390	0.458
ACSL1	LEP	9606.ENSP00000422607	9606.ENSP00000312652	0	0	0	0	0.060	0	0	0.574	0.582
ACSL1	PCK1	9606.ENSP00000422607	9606.ENSP00000319814	0	0	0	0	0.088	0	0	0.446	0.473
ACSL1	CIDEA	9606.ENSP00000422607	9606.ENSP00000320209	0	0	0	0	0.049	0	0	0.506	0.510
ACSL1	SCD	9606.ENSP00000422607	9606.ENSP00000359380	0	0.010	0	0	0.120	0.094	0	0.642	0.690
ACSL1	AGPAT2	9606.ENSP00000422607	9606.ENSP00000360761	0.046	0	0	0	0.106	0	0.187	0.430	0.553
ACSL1	HSDL2	9606.ENSP00000422607	9606.ENSP00000381785	0.057	0	0	0	0.266	0.048	0.302	0.317	0.628
ACSL1	ADIPOQ	9606.ENSP00000422607	9606.ENSP00000389814	0	0	0	0	0.049	0	0	0.396	0.401
ACSL1	CD36	9606.ENSP00000422607	9606.ENSP00000415743	0	0	0	0	0.202	0	0	0.827	0.857
ACSL1	CEBPA	9606.ENSP00000422607	9606.ENSP00000427514	0	0	0	0	0.143	0.070	0	0.352	0.438
ACSL1	PLIN4	9606.ENSP00000422607	9606.ENSP00000488481	0	0	0	0	0.136	0.071	0	0.358	0.440
ACSL1	LPL	9606.ENSP00000422607	9606.ENSP00000497642	0	0	0	0	0.083	0	0.800	0.642	0.928
ACSM5	ALDH2	9606.ENSP00000327916	9606.ENSP00000261733	0.041	0	0	0	0.232	0.053	0.185	0.138	0.421
ACSM5	ALDH1L1	9606.ENSP00000327916	9606.ENSP00000273450	0.041	0	0	0	0.254	0.051	0.185	0.117	0.423
ACSM5	ALDH1A1	9606.ENSP00000327916	9606.ENSP00000297785	0.041	0	0	0	0.239	0.053	0.185	0.146	0.431
ACSM5	ME1	9606.ENSP00000327916	9606.ENSP00000358719	0.053	0	0	0	0.090	0.094	0.256	0.192	0.445
ACSM5	HSDL2	9606.ENSP00000327916	9606.ENSP00000381785	0.106	0	0	0	0.141	0	0.586	0.185	0.706
ACSS3	ALDH2	9606.ENSP00000449535	9606.ENSP00000261733	0.041	0	0	0	0.209	0.060	0.830	0.210	0.886
ACSS3	ALDH1A1	9606.ENSP00000449535	9606.ENSP00000297785	0.041	0	0	0	0.212	0.060	0.185	0.141	0.412
ACSS3	ME1	9606.ENSP00000449535	9606.ENSP00000358719	0.053	0	0	0	0.098	0.094	0.256	0.136	0.412
ACSS3	AOX1	9606.ENSP00000449535	9606.ENSP00000363832	0	0	0	0	0.077	0	0.800	0.085	0.816
ACSS3	HSDL2	9606.ENSP00000449535	9606.ENSP00000381785	0.106	0	0	0	0.139	0	0.586	0.262	0.733
ACSS3	ECHDC1	9606.ENSP00000449535	9606.ENSP00000436585	0.045	0	0	0	0.192	0	0.915	0.281	0.946
ACSS3	ITGA7	9606.ENSP00000449535	9606.ENSP00000452120	0	0	0	0	0.072	0	0	0.389	0.409
ACVR1C	INHBA	9606.ENSP00000243349	9606.ENSP00000242208	0	0	0	0	0.074	0.126	0.900	0.804	0.982
ACVR1C	BMP2	9606.ENSP00000243349	9606.ENSP00000368104	0	0	0	0	0.055	0.457	0	0.366	0.647
ADAMTS5	COMP	9606.ENSP00000284987	9606.ENSP00000222271	0	0	0	0	0.079	0	0	0.541	0.559
ADAMTS5	FGF2	9606.ENSP00000284987	9606.ENSP00000264498	0	0	0	0	0.094	0	0	0.380	0.415
ADAMTS5	TIMP4	9606.ENSP00000284987	9606.ENSP00000287814	0	0	0	0	0.072	0	0	0.380	0.400
ADAMTS5	DDR2	9606.ENSP00000284987	9606.ENSP00000356899	0	0	0	0	0.176	0	0	0.314	0.411
ADAMTS5	COL11A1	9606.ENSP00000284987	9606.ENSP00000359114	0	0	0	0	0.086	0.053	0	0.378	0.414
ADAMTS5	IGF1	9606.ENSP00000284987	9606.ENSP00000376637	0	0	0	0	0.103	0	0	0.376	0.417
ADAMTS5	BMP2	9606.ENSP00000284987	9606.ENSP00000368104	0	0	0	0	0.060	0	0	0.409	0.420
ADAMTS5	SDC1	9606.ENSP00000284987	9606.ENSP00000370542	0	0	0	0	0	0	0	0.452	0.452
ADAMTS5	MMP1	9606.ENSP00000284987	9606.ENSP00000322788	0	0	0	0	0.068	0.045	0	0.634	0.646
ADAMTS5	COL10A1	9606.ENSP00000284987	9606.ENSP00000327368	0	0	0	0	0.072	0.053	0	0.647	0.662
ADH1B	FMO2	9606.ENSP00000306606	9606.ENSP00000209929	0	0	0	0	0.340	0	0	0.335	0.542
ADH1B	FABP4	9606.ENSP00000306606	9606.ENSP00000256104	0	0	0	0	0.268	0	0	0.237	0.418
ADH1B	KLB	9606.ENSP00000306606	9606.ENSP00000257408	0	0	0	0	0.109	0	0	0.437	0.477
ADH1B	ALDH2	9606.ENSP00000306606	9606.ENSP00000261733	0.048	0.001	0	0	0.147	0	0.706	0.984	0.995
ADH1B	ALDH1L1	9606.ENSP00000306606	9606.ENSP00000273450	0.048	0	0	0	0.157	0	0.197	0.227	0.435
ADH1B	ALDH1A1	9606.ENSP00000306606	9606.ENSP00000297785	0.048	0.002	0	0	0.145	0	0.706	0.814	0.949
ADH1B	GPD1	9606.ENSP00000306606	9606.ENSP00000301149	0	0	0	0	0.269	0	0	0.246	0.426
ADH1B	PCK1	9606.ENSP00000306606	9606.ENSP00000319814	0	0	0	0	0.272	0	0	0.259	0.438
ADH1B	S100A14	9606.ENSP00000306606	9606.ENSP00000357691	0	0	0	0	0	0	0	0.544	0.544
ADH1B	MGST1	9606.ENSP00000306606	9606.ENSP00000379512	0	0	0	0	0.111	0	0.650	0.116	0.701
ADH1B	MAOA	9606.ENSP00000306606	9606.ENSP00000340684	0	0	0	0	0.159	0	0.908	0.359	0.946
ADH1B	AOX1	9606.ENSP00000306606	9606.ENSP00000363832	0	0	0	0	0.263	0	0.900	0.406	0.952
ADH1B	ADH1C	9606.ENSP00000306606	9606.ENSP00000426083	0	0	0.047	0.986	0.478	0.621	0.900	0.378	0.986
ADH1C	ALDH2	9606.ENSP00000426083	9606.ENSP00000261733	0.048	0.001	0	0	0.186	0	0.706	0.958	0.989
ADH1C	ALDH1L1	9606.ENSP00000426083	9606.ENSP00000273450	0.048	0	0	0	0.207	0	0.197	0.203	0.452
ADH1C	ALDH1A1	9606.ENSP00000426083	9606.ENSP00000297785	0.048	0.001	0	0	0.205	0	0.706	0.687	0.921
ADH1C	PCK1	9606.ENSP00000426083	9606.ENSP00000319814	0	0	0	0	0.262	0	0	0.225	0.404
ADH1C	MAOA	9606.ENSP00000426083	9606.ENSP00000340684	0	0	0	0	0.151	0	0.908	0.249	0.936
ADH1C	AOX1	9606.ENSP00000426083	9606.ENSP00000363832	0	0	0	0	0.104	0	0.900	0.304	0.932
ADH1C	MGST1	9606.ENSP00000426083	9606.ENSP00000379512	0	0	0	0	0.110	0	0.650	0.172	0.719
ADIPOQ	PDK4	9606.ENSP00000389814	9606.ENSP00000005178	0	0	0	0	0.053	0	0	0.433	0.440
ADIPOQ	DGAT2	9606.ENSP00000389814	9606.ENSP00000228027	0	0	0	0	0.056	0	0	0.506	0.513
ADIPOQ	LIPE	9606.ENSP00000389814	9606.ENSP00000244289	0	0	0	0	0.246	0	0	0.822	0.860
ADIPOQ	FABP4	9606.ENSP00000389814	9606.ENSP00000256104	0	0	0	0	0.333	0	0.500	0.841	0.942
ADIPOQ	KLB	9606.ENSP00000389814	9606.ENSP00000257408	0	0	0	0	0.107	0	0	0.572	0.601
ADIPOQ	FGF2	9606.ENSP00000389814	9606.ENSP00000264498	0	0	0	0	0.059	0	0	0.419	0.431
ADIPOQ	THRSP	9606.ENSP00000389814	9606.ENSP00000281030	0	0	0	0	0.248	0	0	0.466	0.581
ADIPOQ	PPARG	9606.ENSP00000389814	9606.ENSP00000287820	0	0	0	0	0.138	0	0.500	0.926	0.965
ADIPOQ	COX7A1	9606.ENSP00000389814	9606.ENSP00000292907	0	0	0	0	0.072	0	0	0.435	0.454
ADIPOQ	FABP5	9606.ENSP00000389814	9606.ENSP00000297258	0	0	0	0	0.202	0	0	0.423	0.520
ADIPOQ	PLIN1	9606.ENSP00000389814	9606.ENSP00000300055	0	0	0	0	0.784	0	0	0.767	0.947
ADIPOQ	LEP	9606.ENSP00000389814	9606.ENSP00000312652	0	0	0	0	0.683	0	0	0.983	0.994
ADIPOQ	PCK1	9606.ENSP00000389814	9606.ENSP00000319814	0	0	0	0	0.215	0	0	0.633	0.699
ADIPOQ	CIDEA	9606.ENSP00000389814	9606.ENSP00000320209	0	0	0	0	0.307	0	0	0.672	0.763
ADIPOQ	EBF1	9606.ENSP00000389814	9606.ENSP00000322898	0	0	0	0	0.064	0	0.500	0.233	0.610
ADIPOQ	CAV1	9606.ENSP00000389814	9606.ENSP00000339191	0	0	0	0	0.049	0	0	0.524	0.527
ADIPOQ	HSD11B1	9606.ENSP00000389814	9606.ENSP00000355995	0	0	0	0	0.059	0	0	0.605	0.613
ADIPOQ	SCD	9606.ENSP00000389814	9606.ENSP00000359380	0	0	0	0	0.112	0	0	0.610	0.639
ADIPOQ	RBP4	9606.ENSP00000389814	9606.ENSP00000360522	0	0	0	0	0.159	0	0	0.771	0.799
ADIPOQ	CIDEC	9606.ENSP00000389814	9606.ENSP00000373328	0	0	0	0	0.488	0	0	0.518	0.743
ADIPOQ	GPX3	9606.ENSP00000389814	9606.ENSP00000373477	0	0	0	0	0.089	0	0	0.521	0.545
ADIPOQ	KRT18	9606.ENSP00000389814	9606.ENSP00000373489	0	0	0	0	0	0	0	0.608	0.608
ADIPOQ	IGF1	9606.ENSP00000389814	9606.ENSP00000376637	0	0	0	0	0.085	0	0	0.769	0.779
ADIPOQ	CXCL12	9606.ENSP00000389814	9606.ENSP00000379140	0	0	0	0	0.056	0	0	0.591	0.597
ADIPOQ	GHR	9606.ENSP00000389814	9606.ENSP00000483403	0	0	0	0	0.087	0	0	0.374	0.404
ADIPOQ	MRC1	9606.ENSP00000389814	9606.ENSP00000455897	0	0	0	0	0.083	0	0	0.406	0.432
ADIPOQ	PLIN4	9606.ENSP00000389814	9606.ENSP00000488481	0	0	0	0	0.272	0	0	0.593	0.691
ADIPOQ	RARRES2	9606.ENSP00000389814	9606.ENSP00000418009	0	0	0	0	0.044	0	0	0.773	0.773
ADIPOQ	LPL	9606.ENSP00000389814	9606.ENSP00000497642	0	0	0	0	0.168	0	0	0.762	0.794
ADIPOQ	CD36	9606.ENSP00000389814	9606.ENSP00000415743	0	0	0	0	0.210	0	0	0.765	0.806
ADIPOQ	CEBPA	9606.ENSP00000389814	9606.ENSP00000427514	0	0	0	0	0.058	0	0.750	0.774	0.942
ADIPOQ	CFD	9606.ENSP00000389814	9606.ENSP00000468253	0	0	0	0	0.920	0	0	0.860	0.988
ADIRF	PPARG	9606.ENSP00000361083	9606.ENSP00000287820	0	0	0	0	0.104	0	0.750	0.134	0.789
ADM	CASQ2	9606.ENSP00000436607	9606.ENSP00000261448	0	0	0	0	0	0	0	0.552	0.552
ADM	FGF2	9606.ENSP00000436607	9606.ENSP00000264498	0	0	0	0	0.062	0	0	0.400	0.413
ADM	LEP	9606.ENSP00000436607	9606.ENSP00000312652	0	0	0	0	0.047	0	0	0.418	0.421
ADM	GNG2	9606.ENSP00000436607	9606.ENSP00000334448	0	0	0	0	0	0.800	0	0	0.800
ADM	CFH	9606.ENSP00000436607	9606.ENSP00000356399	0	0	0	0	0	0	0	0.447	0.447
ADM	NPR1	9606.ENSP00000436607	9606.ENSP00000357669	0	0	0	0	0	0	0	0.604	0.604
ADM	EDNRB	9606.ENSP00000436607	9606.ENSP00000366416	0	0	0	0	0.042	0	0	0.501	0.501
ADM	MME	9606.ENSP00000436607	9606.ENSP00000418525	0	0	0	0	0.063	0	0	0.529	0.540
ADM	ANGPT1	9606.ENSP00000436607	9606.ENSP00000428340	0	0	0	0	0.070	0	0	0.429	0.446
ADRA1A	GNG11	9606.ENSP00000369960	9606.ENSP00000248564	0	0	0	0	0	0.120	0.500	0.090	0.564
ADRA1A	ADRA2A	9606.ENSP00000369960	9606.ENSP00000280155	0	0	0	0.740	0.100	0.045	0	0.465	0.500
ADRA1A	GNG2	9606.ENSP00000369960	9606.ENSP00000334448	0	0	0	0	0	0.171	0.500	0.048	0.570
ADRA1A	MAOA	9606.ENSP00000369960	9606.ENSP00000340684	0	0	0	0	0.048	0	0	0.405	0.410
ADRA2A	GNG11	9606.ENSP00000280155	9606.ENSP00000248564	0	0	0	0	0.043	0.120	0.500	0.106	0.573
ADRA2A	P2RY12	9606.ENSP00000280155	9606.ENSP00000307259	0	0	0	0	0.074	0	0	0.554	0.569
ADRA2A	MAOA	9606.ENSP00000280155	9606.ENSP00000340684	0	0	0	0	0.062	0	0	0.611	0.619
ADRA2A	GNAI1	9606.ENSP00000280155	9606.ENSP00000497260	0	0	0	0	0.049	0.133	0.500	0.223	0.637
ADRA2A	GNG2	9606.ENSP00000280155	9606.ENSP00000334448	0	0	0	0	0.061	0.868	0.500	0	0.932
ADRB1	MAOA	9606.ENSP00000358301	9606.ENSP00000340684	0	0	0	0	0.042	0	0	0.400	0.401
ADRB1	FXYD1	9606.ENSP00000358301	9606.ENSP00000481244	0	0	0	0	0.043	0	0	0.530	0.531
ADRB1	GNAI1	9606.ENSP00000358301	9606.ENSP00000497260	0	0	0	0	0.047	0.133	0.900	0.179	0.923
AGPAT2	DGAT2	9606.ENSP00000360761	9606.ENSP00000228027	0	0.036	0	0	0.172	0.071	0	0.649	0.707
AGPAT2	LIPE	9606.ENSP00000360761	9606.ENSP00000244289	0.042	0	0	0	0.098	0	0	0.537	0.565
AGPAT2	FABP4	9606.ENSP00000360761	9606.ENSP00000256104	0	0	0	0	0.050	0.053	0	0.416	0.428
AGPAT2	MGLL	9606.ENSP00000360761	9606.ENSP00000265052	0.058	0	0	0	0.106	0.122	0	0.424	0.518
AGPAT2	GPAM	9606.ENSP00000360761	9606.ENSP00000265276	0.056	0	0	0	0.127	0	0.714	0.723	0.926
AGPAT2	PPARG	9606.ENSP00000360761	9606.ENSP00000287820	0	0	0	0	0.179	0	0	0.581	0.641
AGPAT2	CDS1	9606.ENSP00000360761	9606.ENSP00000295887	0	0	0	0	0	0	0.955	0.214	0.963
AGPAT2	PLIN1	9606.ENSP00000360761	9606.ENSP00000300055	0	0	0	0	0.063	0.060	0	0.605	0.622
AGPAT2	GPD1	9606.ENSP00000360761	9606.ENSP00000301149	0.057	0	0	0	0.099	0	0.844	0.364	0.904
AGPAT2	LEP	9606.ENSP00000360761	9606.ENSP00000312652	0	0	0	0	0.068	0	0	0.636	0.646
AGPAT2	CAV1	9606.ENSP00000360761	9606.ENSP00000339191	0	0	0	0	0.059	0	0	0.842	0.844
AGPAT2	SCD	9606.ENSP00000360761	9606.ENSP00000359380	0.046	0	0	0	0.064	0	0.253	0.451	0.585
AGPAT2	PLIN4	9606.ENSP00000360761	9606.ENSP00000488481	0	0	0	0	0.098	0.060	0	0.387	0.435
AGPAT2	CEBPA	9606.ENSP00000360761	9606.ENSP00000427514	0	0	0	0	0.243	0.046	0	0.371	0.506
AGPAT2	CIDEC	9606.ENSP00000360761	9606.ENSP00000373328	0	0	0	0	0.127	0	0	0.589	0.626
AGR2	CEACAM6	9606.ENSP00000391490	9606.ENSP00000199764	0	0	0	0	0.323	0	0	0.191	0.429
AGR2	FOXA1	9606.ENSP00000391490	9606.ENSP00000250448	0	0	0	0	0.457	0.292	0	0.642	0.850
AGR2	CDH1	9606.ENSP00000391490	9606.ENSP00000261769	0	0	0	0	0.240	0	0	0.245	0.402
AGR2	EPCAM	9606.ENSP00000391490	9606.ENSP00000263735	0	0	0	0	0.251	0	0	0.321	0.469
AGR2	ERBB3	9606.ENSP00000391490	9606.ENSP00000267101	0	0	0	0	0.126	0	0	0.521	0.563
AGR2	TFF1	9606.ENSP00000391490	9606.ENSP00000291527	0	0	0	0	0.630	0	0	0.447	0.786
AGR2	S100P	9606.ENSP00000391490	9606.ENSP00000296370	0	0	0	0	0.291	0.420	0	0.133	0.613
AGR2	ALDH1A1	9606.ENSP00000391490	9606.ENSP00000297785	0	0	0	0	0.055	0.292	0	0.279	0.475
AGR2	KRT7	9606.ENSP00000391490	9606.ENSP00000329243	0	0	0	0	0.153	0	0	0.431	0.498
AGR2	SPTBN1	9606.ENSP00000391490	9606.ENSP00000349259	0	0	0	0	0	0.166	0	0.427	0.501
AGR2	RAB25	9606.ENSP00000391490	9606.ENSP00000354376	0	0	0	0	0.271	0.166	0	0.106	0.409
AGR2	KRT19	9606.ENSP00000391490	9606.ENSP00000355124	0	0	0	0	0.384	0	0	0.370	0.595
AGR2	S100A14	9606.ENSP00000391490	9606.ENSP00000357691	0	0	0	0	0.322	0	0	0.198	0.432
AGR2	TACSTD2	9606.ENSP00000391490	9606.ENSP00000360269	0	0	0	0	0.290	0	0	0.211	0.416
AGR2	SPDEF	9606.ENSP00000391490	9606.ENSP00000363149	0	0	0	0	0.382	0	0	0.664	0.784
AGR2	ANXA1	9606.ENSP00000391490	9606.ENSP00000366109	0	0	0	0	0.074	0.510	0	0.182	0.596
AGR2	AKR1C3	9606.ENSP00000391490	9606.ENSP00000369927	0	0	0	0	0.147	0.420	0	0.118	0.525
AGR2	AKR1C1	9606.ENSP00000391490	9606.ENSP00000370254	0	0	0	0	0.122	0.420	0	0.085	0.493
AGR2	KRT18	9606.ENSP00000391490	9606.ENSP00000373489	0	0	0	0	0.277	0	0	0.325	0.491
AGR2	CLDN3	9606.ENSP00000391490	9606.ENSP00000378577	0	0	0	0	0.265	0	0	0.248	0.423
AGR2	MUC1	9606.ENSP00000391490	9606.ENSP00000484824	0	0	0	0	0.213	0	0	0.365	0.479
AGR2	FXYD3	9606.ENSP00000391490	9606.ENSP00000473929	0	0	0	0	0.253	0	0	0.360	0.502
AGR2	KRT8	9606.ENSP00000391490	9606.ENSP00000449404	0	0	0	0	0.346	0.292	0	0.329	0.662
AIFM2	PROM2	9606.ENSP00000478931	9606.ENSP00000318270	0	0	0	0	0	0	0	0.412	0.412
AKAP12	BAIAP2L1	9606.ENSP00000384537	9606.ENSP00000005260	0	0	0	0	0	0	0.400	0	0.400
AKAP12	INHBA	9606.ENSP00000384537	9606.ENSP00000242208	0	0	0	0	0.081	0	0	0.464	0.486
AKAP12	CAV1	9606.ENSP00000384537	9606.ENSP00000339191	0	0	0	0	0.180	0.127	0.400	0.236	0.627
AKAP12	FHL1	9606.ENSP00000384537	9606.ENSP00000498684	0	0	0	0	0.111	0.478	0	0.103	0.548
AKAP12	ANGPT1	9606.ENSP00000384537	9606.ENSP00000428340	0	0	0	0	0.047	0	0	0.732	0.733
AKAP12	HSPA12A	9606.ENSP00000384537	9606.ENSP00000489674	0	0	0	0	0.100	0.777	0	0.116	0.807
AKR1C1	ALDH1A1	9606.ENSP00000370254	9606.ENSP00000297785	0	0	0	0	0.151	0.045	0.137	0.294	0.441
AKR1C1	HSD11B1	9606.ENSP00000370254	9606.ENSP00000355995	0	0	0	0	0.129	0.045	0.098	0.345	0.443
AKR1C1	AKR1C3	9606.ENSP00000370254	9606.ENSP00000369927	0	0	0.049	0.983	0.626	0.847	0.900	0.301	0.995
